2025-05-28 09:12:20.350658+0000	INFO	             env/logging.go:42	=====================> Service started SCION Control Service cs5-ff00_0_510-1
  Scion version: 

  pid:           188737
  euid/egid:     1000 1000
  cmd line:      ["bin/control" "--config" "gen/ASff00_0_510/cs5-ff00_0_510-1.toml"]

2025-05-28 09:12:20.352386+0000	INFO	        storage/storage.go:201	Connecting PathDB	{"backend": "sqlite", "connection": "gen-cache/cs5-ff00_0_510-1.path.db"}
2025-05-28 09:12:20.435184+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "9452ad96", "task": "control_pathstorage_cleaner_cleaner"}
2025-05-28 09:12:20.435465+0000	INFO	        storage/storage.go:244	Connecting TrustDB	{"backend": "sqlite", "connection": "gen-cache/cs5-ff00_0_510-1.trust.db"}
2025-05-28 09:12:20.520125+0000	INFO	           control/trust.go:41	TRCs loaded	{"files": ["gen/ASff00_0_510/certs/ISD1-B1-S1.trc", "gen/ASff00_0_510/certs/ISD2-B1-S1.trc", "gen/ASff00_0_510/certs/ISD3-B1-S1.trc", "gen/ASff00_0_510/certs/ISD4-B1-S1.trc", "gen/ASff00_0_510/certs/ISD5-B1-S1.trc"]}
2025-05-28 09:12:20.526006+0000	INFO	           control/trust.go:54	Certificate chains loaded	{"files": ["gen/ASff00_0_510/crypto/as/ISD5-ASff00_0_510.pem"]}
2025-05-28 09:12:20.526112+0000	DEBUG	              snet/snet.go:181	UDP socket opened on	{"addr": "127.0.0.138:32767"}
2025-05-28 09:12:20.526126+0000	INFO	        appnet/infraenv.go:101	QUIC server conn initialized	{"local_addr": "[5-ff00:0:510,127.0.0.138]:31070"}
2025-05-28 09:12:20.526136+0000	INFO	        appnet/infraenv.go:102	QUIC client conn initialized	{"local_addr": "[5-ff00:0:510,127.0.0.138]:32767"}
2025/05/28 09:12:20 connection doesn't allow setting of receive buffer size. Not a *net.UDPConn?. See https://github.com/quic-go/quic-go/wiki/UDP-Buffer-Sizes for details.
2025-05-28 09:12:20.526368+0000	INFO	        storage/storage.go:164	Connecting BeaconDB	{"backend": "sqlite", "connection": "gen-cache/cs5-ff00_0_510-1.beacon.db"}
2025-05-28 09:12:20.565480+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "fbdc6561", "task": "control_beaconstorage_cleaner_cleaner"}
2025-05-28 09:12:20.567522+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_510/certs/ISD3-B1-S1.trc"}
2025-05-28 09:12:20.567542+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_510/certs/ISD4-B1-S1.trc"}
2025-05-28 09:12:20.567548+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_510/certs/ISD5-B1-S1.trc"}
2025-05-28 09:12:20.567553+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_510/certs/ISD1-B1-S1.trc"}
2025-05-28 09:12:20.567558+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_510/certs/ISD2-B1-S1.trc"}
2025-05-28 09:12:20.568385+0000	DEBUG	     trust/crypto_loader.go:66	Ignoring existing certificate chain	{"file": "gen/ASff00_0_510/crypto/as/ISD5-ASff00_0_510.pem"}
2025-05-28 09:12:20.568741+0000	INFO	        trust/signer_gen.go:78	Generated new signer	{"subject_key_id": "4362b832756dedbb7d203bf6de3cac6c7eab760d", "expiration": "2025-05-31 09:09:17.000000+0000"}
2025-05-28 09:12:20.568780+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "5de5569d", "task": "signer generator"}
2025-05-28 09:12:20.568800+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "e68955ca", "task": "trc expiration updater"}
2025-05-28 09:12:20.568910+0000	INFO	           control/main.go:666	DRKey is DISABLED by configuration
2025-05-28 09:12:20.569906+0000	INFO	           control/main.go:718	Exposing API	{"addr": "127.0.0.138:31152"}
2025-05-28 09:12:20.570159+0000	INFO	           control/main.go:745	No static info file found. Static info settings disabled.	{"err": {"msg": "failed to read static info config: ", "cause": "open gen/ASff00_0_510/staticInfoConfig.json: no such file or directory", "stacktrace": ["github.com/scionproto/scion/control/beaconing.ParseStaticInfoCfg control/beaconing/staticinfo_config.go:94", "main.realMain control/cmd/control/main.go:743", "github.com/scionproto/scion/private/app/launcher.(*ApplicationBase).executeCommand private/app/launcher/launcher.go:161", "github.com/scionproto/scion/private/app/launcher.(*Application).executeCommand private/app/launcher/launcher_unix.go:108", "github.com/scionproto/scion/private/app/launcher.(*Application).run.func1 private/app/launcher/launcher_unix.go:60", "github.com/spf13/cobra.(*Command).execute external/gazelle++go_deps+com_github_spf13_cobra/command.go:1015", "github.com/spf13/cobra.(*Command).ExecuteC external/gazelle++go_deps+com_github_spf13_cobra/command.go:1148", "github.com/spf13/cobra.(*Command).Execute external/gazelle++go_deps+com_github_spf13_cobra/command.go:1071", "github.com/spf13/cobra.(*Command).ExecuteContext external/gazelle++go_deps+com_github_spf13_cobra/command.go:1064", "github.com/scionproto/scion/private/app/launcher.(*Application).run private/app/launcher/launcher_unix.go:97", "github.com/scionproto/scion/private/app/launcher.(*Application).Run private/app/launcher/launcher_unix.go:48", "main.main control/cmd/control/main.go:111", "runtime.main GOROOT/src/runtime/proc.go:283"], "file": "gen/ASff00_0_510/staticInfoConfig.json"}}
2025-05-28 09:12:20.570259+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "b06b249d", "task": "control_beaconing_originator"}
2025-05-28 09:12:20.570289+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "521909e5", "task": "control_beaconing_propagator"}
2025-05-28 09:12:20.570303+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "458f0ca6", "task": "control_beaconing_registrar"}
2025-05-28 09:12:20.570316+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "4406f7c2", "task": "control_pathstorage_cleaner"}
2025-05-28 09:12:20.570321+0000	INFO	           control/main.go:819	Started periodic tasks
2025-05-28 09:12:20.570400+0000	INFO	                env/env.go:201	Exporting prometheus metrics	{"addr": "127.0.0.138:30452"}
2025-05-28 09:12:21.071211+0000	DEBUG	       beaconing/writer.go:254	Registered beacons	{"debug_id": "458f0ca6", "seg_type": "core", "count": 0, "start_isd_ases": 0}
2025-05-28 09:12:21.071402+0000	DEBUG	   beaconing/propagator.go:228	Candidate beacons for propagation	{"debug_id": "521909e5", "candidates": {"9257":[]}}
2025-05-28 09:12:21.071620+0000	DEBUG	            appnet/addr.go:138	Sending SVC resolution request	{"debug_id": "b06b249d", "isd_as": "1-ff00:0:120", "svc": "CS"}
2025-05-28 09:12:21.570680+0000	DEBUG	   beaconing/propagator.go:228	Candidate beacons for propagation	{"debug_id": "521909e5", "candidates": {"9257":[]}}
2025-05-28 09:12:22.071204+0000	DEBUG	   beaconing/propagator.go:228	Candidate beacons for propagation	{"debug_id": "521909e5", "candidates": {"9257":[]}}
