2025-05-28 09:12:20.286074+0000	INFO	             env/logging.go:42	=====================> Service started SCION Control Service cs1-ff00_0_123-1
  Scion version: 

  pid:           188527
  euid/egid:     1000 1000
  cmd line:      ["bin/control" "--config" "gen/ASff00_0_123/cs1-ff00_0_123-1.toml"]

2025-05-28 09:12:20.287794+0000	INFO	        storage/storage.go:201	Connecting PathDB	{"backend": "sqlite", "connection": "gen-cache/cs1-ff00_0_123-1.path.db"}
2025-05-28 09:12:20.376688+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "e0b958ba", "task": "control_pathstorage_cleaner_cleaner"}
2025-05-28 09:12:20.376992+0000	INFO	        storage/storage.go:244	Connecting TrustDB	{"backend": "sqlite", "connection": "gen-cache/cs1-ff00_0_123-1.trust.db"}
2025-05-28 09:12:20.466651+0000	INFO	           control/trust.go:41	TRCs loaded	{"files": ["gen/ASff00_0_123/certs/ISD1-B1-S1.trc", "gen/ASff00_0_123/certs/ISD2-B1-S1.trc", "gen/ASff00_0_123/certs/ISD3-B1-S1.trc", "gen/ASff00_0_123/certs/ISD4-B1-S1.trc", "gen/ASff00_0_123/certs/ISD5-B1-S1.trc"]}
2025-05-28 09:12:20.473272+0000	INFO	           control/trust.go:54	Certificate chains loaded	{"files": ["gen/ASff00_0_123/crypto/as/ISD1-ASff00_0_123.pem"]}
2025-05-28 09:12:20.473429+0000	DEBUG	              snet/snet.go:181	UDP socket opened on	{"addr": "127.0.0.82:32767"}
2025-05-28 09:12:20.473476+0000	INFO	        appnet/infraenv.go:101	QUIC server conn initialized	{"local_addr": "[1-ff00:0:123,127.0.0.82]:31034"}
2025-05-28 09:12:20.473487+0000	INFO	        appnet/infraenv.go:102	QUIC client conn initialized	{"local_addr": "[1-ff00:0:123,127.0.0.82]:32767"}
2025/05/28 09:12:20 connection doesn't allow setting of receive buffer size. Not a *net.UDPConn?. See https://github.com/quic-go/quic-go/wiki/UDP-Buffer-Sizes for details.
2025-05-28 09:12:20.474062+0000	INFO	        storage/storage.go:164	Connecting BeaconDB	{"backend": "sqlite", "connection": "gen-cache/cs1-ff00_0_123-1.beacon.db"}
2025-05-28 09:12:20.520148+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "8c3cf5cc", "task": "control_beaconstorage_cleaner_cleaner"}
2025-05-28 09:12:20.521670+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_123/certs/ISD1-B1-S1.trc"}
