2025-05-28 09:12:20.274604+0000	INFO	             env/logging.go:42	=====================> Service started SCION Control Service cs1-ff00_0_121-1
  Scion version: 

  pid:           188485
  euid/egid:     1000 1000
  cmd line:      ["bin/control" "--config" "gen/ASff00_0_121/cs1-ff00_0_121-1.toml"]

2025-05-28 09:12:20.276206+0000	INFO	        storage/storage.go:201	Connecting PathDB	{"backend": "sqlite", "connection": "gen-cache/cs1-ff00_0_121-1.path.db"}
2025-05-28 09:12:20.361177+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "9493adbc", "task": "control_pathstorage_cleaner_cleaner"}
2025-05-28 09:12:20.361464+0000	INFO	        storage/storage.go:244	Connecting TrustDB	{"backend": "sqlite", "connection": "gen-cache/cs1-ff00_0_121-1.trust.db"}
2025-05-28 09:12:20.450542+0000	INFO	           control/trust.go:41	TRCs loaded	{"files": ["gen/ASff00_0_121/certs/ISD1-B1-S1.trc", "gen/ASff00_0_121/certs/ISD2-B1-S1.trc", "gen/ASff00_0_121/certs/ISD3-B1-S1.trc", "gen/ASff00_0_121/certs/ISD4-B1-S1.trc", "gen/ASff00_0_121/certs/ISD5-B1-S1.trc"]}
2025-05-28 09:12:20.457070+0000	INFO	           control/trust.go:54	Certificate chains loaded	{"files": ["gen/ASff00_0_121/crypto/as/ISD1-ASff00_0_121.pem"]}
2025-05-28 09:12:20.457222+0000	DEBUG	              snet/snet.go:181	UDP socket opened on	{"addr": "127.0.0.67:32767"}
2025-05-28 09:12:20.457252+0000	INFO	        appnet/infraenv.go:101	QUIC server conn initialized	{"local_addr": "[1-ff00:0:121,127.0.0.67]:31024"}
2025-05-28 09:12:20.457264+0000	INFO	        appnet/infraenv.go:102	QUIC client conn initialized	{"local_addr": "[1-ff00:0:121,127.0.0.67]:32767"}
2025/05/28 09:12:20 connection doesn't allow setting of receive buffer size. Not a *net.UDPConn?. See https://github.com/quic-go/quic-go/wiki/UDP-Buffer-Sizes for details.
2025-05-28 09:12:20.457695+0000	INFO	        storage/storage.go:164	Connecting BeaconDB	{"backend": "sqlite", "connection": "gen-cache/cs1-ff00_0_121-1.beacon.db"}
2025-05-28 09:12:20.501912+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "1f55f7f0", "task": "control_beaconstorage_cleaner_cleaner"}
