2025-05-28 09:12:20.341916+0000	INFO	             env/logging.go:42	=====================> Service started SCION Control Service cs4-ff00_0_411-1
  Scion version: 

  pid:           188724
  euid/egid:     1000 1000
  cmd line:      ["bin/control" "--config" "gen/ASff00_0_411/cs4-ff00_0_411-1.toml"]

2025-05-28 09:12:20.346030+0000	INFO	        storage/storage.go:201	Connecting PathDB	{"backend": "sqlite", "connection": "gen-cache/cs4-ff00_0_411-1.path.db"}
2025-05-28 09:12:20.428637+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "682efa03", "task": "control_pathstorage_cleaner_cleaner"}
2025-05-28 09:12:20.428953+0000	INFO	        storage/storage.go:244	Connecting TrustDB	{"backend": "sqlite", "connection": "gen-cache/cs4-ff00_0_411-1.trust.db"}
2025-05-28 09:12:20.517401+0000	INFO	           control/trust.go:41	TRCs loaded	{"files": ["gen/ASff00_0_411/certs/ISD1-B1-S1.trc", "gen/ASff00_0_411/certs/ISD2-B1-S1.trc", "gen/ASff00_0_411/certs/ISD3-B1-S1.trc", "gen/ASff00_0_411/certs/ISD4-B1-S1.trc", "gen/ASff00_0_411/certs/ISD5-B1-S1.trc"]}
2025-05-28 09:12:20.522990+0000	INFO	           control/trust.go:54	Certificate chains loaded	{"files": ["gen/ASff00_0_411/crypto/as/ISD4-ASff00_0_411.pem"]}
2025-05-28 09:12:20.523098+0000	DEBUG	              snet/snet.go:181	UDP socket opened on	{"addr": "127.0.0.130:32767"}
2025-05-28 09:12:20.523120+0000	INFO	        appnet/infraenv.go:101	QUIC server conn initialized	{"local_addr": "[4-ff00:0:411,127.0.0.130]:31066"}
2025-05-28 09:12:20.523127+0000	INFO	        appnet/infraenv.go:102	QUIC client conn initialized	{"local_addr": "[4-ff00:0:411,127.0.0.130]:32767"}
2025/05/28 09:12:20 connection doesn't allow setting of receive buffer size. Not a *net.UDPConn?. See https://github.com/quic-go/quic-go/wiki/UDP-Buffer-Sizes for details.
2025-05-28 09:12:20.523817+0000	INFO	        storage/storage.go:164	Connecting BeaconDB	{"backend": "sqlite", "connection": "gen-cache/cs4-ff00_0_411-1.beacon.db"}
2025-05-28 09:12:20.559560+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "519a84f1", "task": "control_beaconstorage_cleaner_cleaner"}
2025-05-28 09:12:20.560920+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_411/certs/ISD4-B1-S1.trc"}
2025-05-28 09:12:20.560933+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_411/certs/ISD5-B1-S1.trc"}
2025-05-28 09:12:20.560937+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_411/certs/ISD1-B1-S1.trc"}
2025-05-28 09:12:20.560940+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_411/certs/ISD2-B1-S1.trc"}
2025-05-28 09:12:20.560947+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_411/certs/ISD3-B1-S1.trc"}
2025-05-28 09:12:20.561549+0000	DEBUG	     trust/crypto_loader.go:66	Ignoring existing certificate chain	{"file": "gen/ASff00_0_411/crypto/as/ISD4-ASff00_0_411.pem"}
2025-05-28 09:12:20.561905+0000	INFO	        trust/signer_gen.go:78	Generated new signer	{"subject_key_id": "7155d2ae9dec2b76059bd049386c68be976476b4", "expiration": "2025-05-31 09:09:17.000000+0000"}
2025-05-28 09:12:20.561938+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "e4669c62", "task": "signer generator"}
2025-05-28 09:12:20.561968+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "e4fc9cc4", "task": "trc expiration updater"}
2025-05-28 09:12:20.562031+0000	INFO	           control/main.go:666	DRKey is DISABLED by configuration
2025-05-28 09:12:20.562251+0000	INFO	           control/main.go:718	Exposing API	{"addr": "127.0.0.130:31152"}
