2025-05-28 09:12:20.286378+0000	INFO	             env/logging.go:42	=====================> Service started SCION Control Service cs1-ff00_0_122-1
  Scion version: 

  pid:           188506
  euid/egid:     1000 1000
  cmd line:      ["bin/control" "--config" "gen/ASff00_0_122/cs1-ff00_0_122-1.toml"]

2025-05-28 09:12:20.287794+0000	INFO	        storage/storage.go:201	Connecting PathDB	{"backend": "sqlite", "connection": "gen-cache/cs1-ff00_0_122-1.path.db"}
2025-05-28 09:12:20.373657+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "a9b790ec", "task": "control_pathstorage_cleaner_cleaner"}
2025-05-28 09:12:20.373953+0000	INFO	        storage/storage.go:244	Connecting TrustDB	{"backend": "sqlite", "connection": "gen-cache/cs1-ff00_0_122-1.trust.db"}
2025-05-28 09:12:20.463481+0000	INFO	           control/trust.go:41	TRCs loaded	{"files": ["gen/ASff00_0_122/certs/ISD1-B1-S1.trc", "gen/ASff00_0_122/certs/ISD2-B1-S1.trc", "gen/ASff00_0_122/certs/ISD3-B1-S1.trc", "gen/ASff00_0_122/certs/ISD4-B1-S1.trc", "gen/ASff00_0_122/certs/ISD5-B1-S1.trc"]}
2025-05-28 09:12:20.469908+0000	INFO	           control/trust.go:54	Certificate chains loaded	{"files": ["gen/ASff00_0_122/crypto/as/ISD1-ASff00_0_122.pem"]}
2025-05-28 09:12:20.470016+0000	DEBUG	              snet/snet.go:181	UDP socket opened on	{"addr": "127.0.0.74:32767"}
2025-05-28 09:12:20.470039+0000	INFO	        appnet/infraenv.go:101	QUIC server conn initialized	{"local_addr": "[1-ff00:0:122,127.0.0.74]:31030"}
2025-05-28 09:12:20.470048+0000	INFO	        appnet/infraenv.go:102	QUIC client conn initialized	{"local_addr": "[1-ff00:0:122,127.0.0.74]:32767"}
2025/05/28 09:12:20 connection doesn't allow setting of receive buffer size. Not a *net.UDPConn?. See https://github.com/quic-go/quic-go/wiki/UDP-Buffer-Sizes for details.
2025-05-28 09:12:20.470902+0000	INFO	        storage/storage.go:164	Connecting BeaconDB	{"backend": "sqlite", "connection": "gen-cache/cs1-ff00_0_122-1.beacon.db"}
2025-05-28 09:12:20.514589+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "d7b2e212", "task": "control_beaconstorage_cleaner_cleaner"}
2025-05-28 09:12:20.516224+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_122/certs/ISD2-B1-S1.trc"}
2025-05-28 09:12:20.516242+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_122/certs/ISD3-B1-S1.trc"}
2025-05-28 09:12:20.516248+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_122/certs/ISD4-B1-S1.trc"}
2025-05-28 09:12:20.516252+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_122/certs/ISD5-B1-S1.trc"}
2025-05-28 09:12:20.516256+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_122/certs/ISD1-B1-S1.trc"}
2025-05-28 09:12:20.516964+0000	DEBUG	     trust/crypto_loader.go:66	Ignoring existing certificate chain	{"file": "gen/ASff00_0_122/crypto/as/ISD1-ASff00_0_122.pem"}
2025-05-28 09:12:20.517264+0000	INFO	        trust/signer_gen.go:78	Generated new signer	{"subject_key_id": "eb1371a7cdde3953cc2ee04948ca3901ce76f3d7", "expiration": "2025-05-31 09:09:17.000000+0000"}
2025-05-28 09:12:20.517302+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "ddc84919", "task": "signer generator"}
2025-05-28 09:12:20.517334+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "d098a4be", "task": "trc expiration updater"}
2025-05-28 09:12:20.517407+0000	INFO	           control/main.go:666	DRKey is DISABLED by configuration
2025-05-28 09:12:20.517711+0000	INFO	           control/main.go:718	Exposing API	{"addr": "127.0.0.74:31152"}
