2025-05-28 09:12:20.324824+0000	INFO	             env/logging.go:42	=====================> Service started SCION Control Service cs3-ff00_0_311-1
  Scion version: 

  pid:           188633
  euid/egid:     1000 1000
  cmd line:      ["bin/control" "--config" "gen/ASff00_0_311/cs3-ff00_0_311-1.toml"]

2025-05-28 09:12:20.326472+0000	INFO	        storage/storage.go:201	Connecting PathDB	{"backend": "sqlite", "connection": "gen-cache/cs3-ff00_0_311-1.path.db"}
2025-05-28 09:12:20.409102+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "14eac1ca", "task": "control_pathstorage_cleaner_cleaner"}
2025-05-28 09:12:20.409392+0000	INFO	        storage/storage.go:244	Connecting TrustDB	{"backend": "sqlite", "connection": "gen-cache/cs3-ff00_0_311-1.trust.db"}
2025-05-28 09:12:20.498813+0000	INFO	           control/trust.go:41	TRCs loaded	{"files": ["gen/ASff00_0_311/certs/ISD1-B1-S1.trc", "gen/ASff00_0_311/certs/ISD2-B1-S1.trc", "gen/ASff00_0_311/certs/ISD3-B1-S1.trc", "gen/ASff00_0_311/certs/ISD4-B1-S1.trc", "gen/ASff00_0_311/certs/ISD5-B1-S1.trc"]}
2025-05-28 09:12:20.505664+0000	INFO	           control/trust.go:54	Certificate chains loaded	{"files": ["gen/ASff00_0_311/crypto/as/ISD3-ASff00_0_311.pem"]}
2025-05-28 09:12:20.505802+0000	DEBUG	              snet/snet.go:181	UDP socket opened on	{"addr": "127.0.0.114:32767"}
2025-05-28 09:12:20.505817+0000	INFO	        appnet/infraenv.go:101	QUIC server conn initialized	{"local_addr": "[3-ff00:0:311,127.0.0.114]:31056"}
2025-05-28 09:12:20.505839+0000	INFO	        appnet/infraenv.go:102	QUIC client conn initialized	{"local_addr": "[3-ff00:0:311,127.0.0.114]:32767"}
2025/05/28 09:12:20 connection doesn't allow setting of receive buffer size. Not a *net.UDPConn?. See https://github.com/quic-go/quic-go/wiki/UDP-Buffer-Sizes for details.
2025-05-28 09:12:20.506278+0000	INFO	        storage/storage.go:164	Connecting BeaconDB	{"backend": "sqlite", "connection": "gen-cache/cs3-ff00_0_311-1.beacon.db"}
2025-05-28 09:12:20.545766+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "5e559eea", "task": "control_beaconstorage_cleaner_cleaner"}
2025-05-28 09:12:20.547267+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_311/certs/ISD5-B1-S1.trc"}
2025-05-28 09:12:20.547277+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_311/certs/ISD1-B1-S1.trc"}
2025-05-28 09:12:20.547282+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_311/certs/ISD2-B1-S1.trc"}
2025-05-28 09:12:20.547285+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_311/certs/ISD3-B1-S1.trc"}
2025-05-28 09:12:20.547288+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_311/certs/ISD4-B1-S1.trc"}
2025-05-28 09:12:20.547857+0000	DEBUG	     trust/crypto_loader.go:66	Ignoring existing certificate chain	{"file": "gen/ASff00_0_311/crypto/as/ISD3-ASff00_0_311.pem"}
2025-05-28 09:12:20.548130+0000	INFO	        trust/signer_gen.go:78	Generated new signer	{"subject_key_id": "359433bd95b871bde342092fccaaa1579cad8068", "expiration": "2025-05-31 09:09:17.000000+0000"}
2025-05-28 09:12:20.548157+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "a901b2c8", "task": "signer generator"}
2025-05-28 09:12:20.548175+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "a24e9ea9", "task": "trc expiration updater"}
2025-05-28 09:12:20.548248+0000	INFO	           control/main.go:666	DRKey is DISABLED by configuration
