2025-05-28 09:12:20.304159+0000	INFO	             env/logging.go:42	=====================> Service started SCION Control Service cs2-ff00_0_210-1
  Scion version: 

  pid:           188556
  euid/egid:     1000 1000
  cmd line:      ["bin/control" "--config" "gen/ASff00_0_210/cs2-ff00_0_210-1.toml"]

2025-05-28 09:12:20.307087+0000	INFO	        storage/storage.go:201	Connecting PathDB	{"backend": "sqlite", "connection": "gen-cache/cs2-ff00_0_210-1.path.db"}
2025-05-28 09:12:20.389439+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "66c66f6a", "task": "control_pathstorage_cleaner_cleaner"}
2025-05-28 09:12:20.389730+0000	INFO	        storage/storage.go:244	Connecting TrustDB	{"backend": "sqlite", "connection": "gen-cache/cs2-ff00_0_210-1.trust.db"}
2025-05-28 09:12:20.479247+0000	INFO	           control/trust.go:41	TRCs loaded	{"files": ["gen/ASff00_0_210/certs/ISD1-B1-S1.trc", "gen/ASff00_0_210/certs/ISD2-B1-S1.trc", "gen/ASff00_0_210/certs/ISD3-B1-S1.trc", "gen/ASff00_0_210/certs/ISD4-B1-S1.trc", "gen/ASff00_0_210/certs/ISD5-B1-S1.trc"]}
2025-05-28 09:12:20.486518+0000	INFO	           control/trust.go:54	Certificate chains loaded	{"files": ["gen/ASff00_0_210/crypto/as/ISD2-ASff00_0_210.pem"]}
2025-05-28 09:12:20.486672+0000	DEBUG	              snet/snet.go:181	UDP socket opened on	{"addr": "127.0.0.91:32767"}
2025-05-28 09:12:20.486708+0000	INFO	        appnet/infraenv.go:101	QUIC server conn initialized	{"local_addr": "[2-ff00:0:210,127.0.0.91]:31038"}
2025-05-28 09:12:20.486719+0000	INFO	        appnet/infraenv.go:102	QUIC client conn initialized	{"local_addr": "[2-ff00:0:210,127.0.0.91]:32767"}
2025/05/28 09:12:20 connection doesn't allow setting of receive buffer size. Not a *net.UDPConn?. See https://github.com/quic-go/quic-go/wiki/UDP-Buffer-Sizes for details.
2025-05-28 09:12:20.487760+0000	INFO	        storage/storage.go:164	Connecting BeaconDB	{"backend": "sqlite", "connection": "gen-cache/cs2-ff00_0_210-1.beacon.db"}
2025-05-28 09:12:20.531797+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "f4a4664f", "task": "control_beaconstorage_cleaner_cleaner"}
2025-05-28 09:12:20.533206+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_210/certs/ISD2-B1-S1.trc"}
2025-05-28 09:12:20.533217+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_210/certs/ISD3-B1-S1.trc"}
