2025-05-28 09:12:20.245740+0000	INFO	             env/logging.go:42	=====================> Service started SCION Control Service cs1-ff00_0_111-1
  Scion version: 

  pid:           188385
  euid/egid:     1000 1000
  cmd line:      ["bin/control" "--config" "gen/ASff00_0_111/cs1-ff00_0_111-1.toml"]

2025-05-28 09:12:20.247481+0000	INFO	        storage/storage.go:201	Connecting PathDB	{"backend": "sqlite", "connection": "gen-cache/cs1-ff00_0_111-1.path.db"}
2025-05-28 09:12:20.340788+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "6ad0fe1a", "task": "control_pathstorage_cleaner_cleaner"}
2025-05-28 09:12:20.341118+0000	INFO	        storage/storage.go:244	Connecting TrustDB	{"backend": "sqlite", "connection": "gen-cache/cs1-ff00_0_111-1.trust.db"}
2025-05-28 09:12:20.431813+0000	INFO	           control/trust.go:41	TRCs loaded	{"files": ["gen/ASff00_0_111/certs/ISD1-B1-S1.trc", "gen/ASff00_0_111/certs/ISD2-B1-S1.trc", "gen/ASff00_0_111/certs/ISD3-B1-S1.trc", "gen/ASff00_0_111/certs/ISD4-B1-S1.trc", "gen/ASff00_0_111/certs/ISD5-B1-S1.trc"]}
2025-05-28 09:12:20.438184+0000	INFO	           control/trust.go:54	Certificate chains loaded	{"files": ["gen/ASff00_0_111/crypto/as/ISD1-ASff00_0_111.pem"]}
2025-05-28 09:12:20.438350+0000	DEBUG	              snet/snet.go:181	UDP socket opened on	{"addr": "127.0.0.42:32767"}
2025-05-28 09:12:20.438363+0000	INFO	        appnet/infraenv.go:101	QUIC server conn initialized	{"local_addr": "[1-ff00:0:111,127.0.0.42]:31020"}
2025-05-28 09:12:20.438371+0000	INFO	        appnet/infraenv.go:102	QUIC client conn initialized	{"local_addr": "[1-ff00:0:111,127.0.0.42]:32767"}
2025/05/28 09:12:20 connection doesn't allow setting of receive buffer size. Not a *net.UDPConn?. See https://github.com/quic-go/quic-go/wiki/UDP-Buffer-Sizes for details.
2025-05-28 09:12:20.438807+0000	INFO	        storage/storage.go:164	Connecting BeaconDB	{"backend": "sqlite", "connection": "gen-cache/cs1-ff00_0_111-1.beacon.db"}
2025-05-28 09:12:20.482919+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "a2593219", "task": "control_beaconstorage_cleaner_cleaner"}
2025-05-28 09:12:20.484454+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_111/certs/ISD2-B1-S1.trc"}
2025-05-28 09:12:20.484471+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_111/certs/ISD3-B1-S1.trc"}
2025-05-28 09:12:20.484476+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_111/certs/ISD4-B1-S1.trc"}
2025-05-28 09:12:20.484479+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_111/certs/ISD5-B1-S1.trc"}
2025-05-28 09:12:20.484483+0000	DEBUG	    trust/crypto_loader.go:115	Ignoring existing TRC	{"file": "gen/ASff00_0_111/certs/ISD1-B1-S1.trc"}
2025-05-28 09:12:20.485244+0000	DEBUG	     trust/crypto_loader.go:66	Ignoring existing certificate chain	{"file": "gen/ASff00_0_111/crypto/as/ISD1-ASff00_0_111.pem"}
2025-05-28 09:12:20.485568+0000	INFO	        trust/signer_gen.go:78	Generated new signer	{"subject_key_id": "5b299576f9caa47e5f72f7981295b2d00b4ae0d2", "expiration": "2025-05-31 09:09:17.000000+0000"}
2025-05-28 09:12:20.485596+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "ddf20c98", "task": "signer generator"}
2025-05-28 09:12:20.485612+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "06a59e3b", "task": "trc expiration updater"}
2025-05-28 09:12:20.485684+0000	INFO	           control/main.go:666	DRKey is DISABLED by configuration
2025-05-28 09:12:20.485959+0000	INFO	           control/main.go:718	Exposing API	{"addr": "127.0.0.42:31152"}
2025-05-28 09:12:20.486171+0000	INFO	           control/main.go:745	No static info file found. Static info settings disabled.	{"err": {"msg": "failed to read static info config: ", "cause": "open gen/ASff00_0_111/staticInfoConfig.json: no such file or directory", "stacktrace": ["github.com/scionproto/scion/control/beaconing.ParseStaticInfoCfg control/beaconing/staticinfo_config.go:94", "main.realMain control/cmd/control/main.go:743", "github.com/scionproto/scion/private/app/launcher.(*ApplicationBase).executeCommand private/app/launcher/launcher.go:161", "github.com/scionproto/scion/private/app/launcher.(*Application).executeCommand private/app/launcher/launcher_unix.go:108", "github.com/scionproto/scion/private/app/launcher.(*Application).run.func1 private/app/launcher/launcher_unix.go:60", "github.com/spf13/cobra.(*Command).execute external/gazelle++go_deps+com_github_spf13_cobra/command.go:1015", "github.com/spf13/cobra.(*Command).ExecuteC external/gazelle++go_deps+com_github_spf13_cobra/command.go:1148", "github.com/spf13/cobra.(*Command).Execute external/gazelle++go_deps+com_github_spf13_cobra/command.go:1071", "github.com/spf13/cobra.(*Command).ExecuteContext external/gazelle++go_deps+com_github_spf13_cobra/command.go:1064", "github.com/scionproto/scion/private/app/launcher.(*Application).run private/app/launcher/launcher_unix.go:97", "github.com/scionproto/scion/private/app/launcher.(*Application).Run private/app/launcher/launcher_unix.go:48", "main.main control/cmd/control/main.go:111", "runtime.main GOROOT/src/runtime/proc.go:283"], "file": "gen/ASff00_0_111/staticInfoConfig.json"}}
2025-05-28 09:12:20.486278+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "4086aacf", "task": "control_beaconing_propagator"}
2025-05-28 09:12:20.486307+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "54013e08", "task": "control_beaconing_registrar"}
2025-05-28 09:12:20.486319+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "24442fd8", "task": "control_beaconing_registrar"}
2025-05-28 09:12:20.486332+0000	INFO	      periodic/periodic.go:136	Starting periodic task	{"debug_id": "81daee96", "task": "control_pathstorage_cleaner"}
2025-05-28 09:12:20.486352+0000	INFO	           control/main.go:819	Started periodic tasks
2025-05-28 09:12:20.486431+0000	INFO	                env/env.go:201	Exporting prometheus metrics	{"addr": "127.0.0.42:30452"}
